"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2019/03/06","21:36","0.777","-","0.73"
"2019/03/06","21:42","0.752","-","0.71"
"2019/03/06","21:48","0.726","-","0.67"
"2019/03/06","21:54","0.7","-","0.66"
"2019/03/06","22:00","0.674","-","0.63"
"2019/03/06","22:06","0.648","-","0.61"
"2019/03/06","22:12","0.622","-","0.59"
"2019/03/06","22:18","0.596","-","0.57"
"2019/03/06","22:24","0.569","-","0.54"
"2019/03/06","22:30","0.543","-","0.51"
"2019/03/06","22:36","0.517","-","0.48"
"2019/03/06","22:42","0.491","-","0.46"
"2019/03/06","22:48","0.465","-","0.42"
"2019/03/06","22:54","0.439","-","0.41"
"2019/03/06","23:00","0.414","-","0.38"
"2019/03/06","23:06","0.388","-","0.36"
"2019/03/06","23:12","0.363","-","0.34"
"2019/03/06","23:18","0.339","-","0.32"
"2019/03/06","23:24","0.314","-","0.29"
"2019/03/06","23:30","0.29","-","0.28"
"2019/03/06","23:36","0.267","-","0.27"
"2019/03/06","23:42","0.244","-","0.25"
"2019/03/06","23:48","0.221","-","0.24"
"2019/03/06","23:54","0.199","-","0.22"
"2019/03/07","00:00","0.178","-","0.2"
"2019/03/07","00:06","0.158","-","0.19"
"2019/03/07","00:12","0.138","-","0.16"
"2019/03/07","00:18","0.119","-","0.15"
"2019/03/07","00:24","0.102","-","0.13"
"2019/03/07","00:30","0.085","-","0.12"
"2019/03/07","00:36","0.069","-","0.11"
"2019/03/07","00:42","0.055","-","0.1"
"2019/03/07","00:48","0.042","-","0.09"
"2019/03/07","00:54","0.03","-","0.08"
"2019/03/07","01:00","0.02","-","0.07"
"2019/03/07","01:06","0.011","-","0.06"
"2019/03/07","01:12","0.004","-","0.05"
"2019/03/07","01:18","-0.002","-","0.04"
"2019/03/07","01:24","-0.006","-","0.05"
"2019/03/07","01:30","-0.008","-","0.03"
"2019/03/07","01:36","-0.008","-","0.04"
"2019/03/07","01:42","-0.007","-","0.04"
"2019/03/07","01:48","-0.003","-","0.04"
"2019/03/07","01:54","0.002","-","0.04"
"2019/03/07","02:00","0.009","-","0.05"
"2019/03/07","02:06","0.018","-","0.06"
"2019/03/07","02:12","0.029","-","0.08"
"2019/03/07","02:18","0.041","-","0.09"
"2019/03/07","02:24","0.056","-","0.09"
"2019/03/07","02:30","0.072","-","0.11"
"2019/03/07","02:36","0.09","-","0.13"
"2019/03/07","02:42","0.109","-","0.15"
"2019/03/07","02:48","0.13","-","0.17"
"2019/03/07","02:54","0.152","-","0.21"
"2019/03/07","03:00","0.176","-","0.22"
"2019/03/07","03:06","0.201","-","0.25"
"2019/03/07","03:12","0.227","-","0.27"
"2019/03/07","03:18","0.254","-","0.29"
"2019/03/07","03:24","0.281","-","0.32"
"2019/03/07","03:30","0.31","-","0.34"
"2019/03/07","03:36","0.34","-","0.38"
"2019/03/07","03:42","0.369","-","0.41"
"2019/03/07","03:48","0.4","-","0.43"
"2019/03/07","03:54","0.431","-","0.45"
"2019/03/07","04:00","0.462","-","0.49"
"2019/03/07","04:06","0.493","-","0.51"
"2019/03/07","04:12","0.524","-","0.53"
"2019/03/07","04:18","0.555","-","0.56"
"2019/03/07","04:24","0.586","-","0.58"
"2019/03/07","04:30","0.617","-","0.61"
"2019/03/07","04:36","0.647","-","0.64"
"2019/03/07","04:42","0.677","-","0.66"
"2019/03/07","04:48","0.707","-","0.7"
"2019/03/07","04:54","0.737","-","0.73"
"2019/03/07","05:00","0.765","-","0.75"
"2019/03/07","05:06","0.793","-","0.78"
"2019/03/07","05:12","0.821","-","0.81"
"2019/03/07","05:18","0.848","-","0.84"
"2019/03/07","05:24","0.874","-","0.87"
"2019/03/07","05:30","0.899","-","0.89"
"2019/03/07","05:36","0.924","-","0.93"
"2019/03/07","05:42","0.948","-","0.96"
"2019/03/07","05:48","0.971","-","0.98"
"2019/03/07","05:54","0.993","-","1"
"2019/03/07","06:00","1.013","-","1.03"
"2019/03/07","06:06","1.033","-","1.06"
"2019/03/07","06:12","1.052","-","1.09"
"2019/03/07","06:18","1.07","-","1.1"
"2019/03/07","06:24","1.087","-","1.11"
"2019/03/07","06:30","1.103","-","1.15"
"2019/03/07","06:36","1.117","-","1.15"
"2019/03/07","06:42","1.13","-","1.16"
"2019/03/07","06:48","1.142","-","1.16"
"2019/03/07","06:54","1.152","-","1.15"
"2019/03/07","07:00","1.161","-","1.16"
"2019/03/07","07:06","1.169","-","1.16"
"2019/03/07","07:12","1.175","-","1.16"
"2019/03/07","07:18","1.179","-","1.15"
"2019/03/07","07:24","1.182","-","1.15"
"2019/03/07","07:30","1.184","-","1.16"
"2019/03/07","07:36","1.184","-","1.16"
"2019/03/07","07:42","1.182","-","1.16"
"2019/03/07","07:48","1.178","-","1.16"
"2019/03/07","07:54","1.173","-","1.16"
"2019/03/07","08:00","1.166","-","1.15"
"2019/03/07","08:06","1.158","-","1.15"
"2019/03/07","08:12","1.148","-","1.15"
"2019/03/07","08:18","1.137","-","1.14"
"2019/03/07","08:24","1.124","-","1.13"
"2019/03/07","08:30","1.109","-","1.12"
"2019/03/07","08:36","1.093","-","1.1"
"2019/03/07","08:42","1.075","-","1.09"
"2019/03/07","08:48","1.057","-","1.07"
"2019/03/07","08:54","1.037","-","1.06"
"2019/03/07","09:00","1.015","-","1.04"
"2019/03/07","09:06","0.993","-","1.02"
"2019/03/07","09:12","0.969","-","1.01"
"2019/03/07","09:18","0.945","-","0.99"
"2019/03/07","09:24","0.92","-","0.96"
"2019/03/07","09:30","0.894","-","0.93"
"2019/03/07","09:36","0.867","-","0.92"
"2019/03/07","09:42","0.839","-","0.89"
"2019/03/07","09:48","0.811","-","0.86"
"2019/03/07","09:54","0.783","-","0.84"
"2019/03/07","10:00","0.754","-","0.83"
"2019/03/07","10:06","0.725","-","0.79"
"2019/03/07","10:12","0.696","-","0.76"
"2019/03/07","10:18","0.666","-","0.73"
"2019/03/07","10:24","0.637","-","0.71"
"2019/03/07","10:30","0.607","-","0.69"
"2019/03/07","10:36","0.578","-","0.67"
"2019/03/07","10:42","0.548","-","0.65"
"2019/03/07","10:48","0.519","-","0.62"
"2019/03/07","10:54","0.49","-","0.59"
"2019/03/07","11:00","0.461","-","0.55"
"2019/03/07","11:06","0.432","-","0.54"
"2019/03/07","11:12","0.404","-","0.51"
"2019/03/07","11:18","0.376","-","0.48"
"2019/03/07","11:24","0.348","-","0.45"
"2019/03/07","11:30","0.321","-","0.42"
"2019/03/07","11:36","0.294","-","0.4"
"2019/03/07","11:42","0.268","-","0.37"
"2019/03/07","11:48","0.242","-","0.35"
"2019/03/07","11:54","0.217","-","0.34"
"2019/03/07","12:00","0.192","-","0.32"
"2019/03/07","12:06","0.168","-","0.3"
"2019/03/07","12:12","0.145","-","0.28"
"2019/03/07","12:18","0.123","-","0.26"
"2019/03/07","12:24","0.101","-","0.24"
"2019/03/07","12:30","0.08","-","0.22"
"2019/03/07","12:36","0.061","-","0.21"
"2019/03/07","12:42","0.042","-","0.19"
"2019/03/07","12:48","0.024","-","0.17"
"2019/03/07","12:54","0.008","-","0.15"
"2019/03/07","13:00","-0.007","-","0.13"
"2019/03/07","13:06","-0.021","-","0.12"
"2019/03/07","13:12","-0.034","-","0.11"
"2019/03/07","13:18","-0.045","-","0.09"
"2019/03/07","13:24","-0.054","-","0.08"
"2019/03/07","13:30","-0.062","-","0.08"
"2019/03/07","13:36","-0.068","-","0.07"
"2019/03/07","13:42","-0.073","-","0.08"
"2019/03/07","13:48","-0.076","-","0.08"
"2019/03/07","13:54","-0.077","-","0.08"
"2019/03/07","14:00","-0.076","-","0.09"
"2019/03/07","14:06","-0.073","-","0.09"
"2019/03/07","14:12","-0.068","-","0.09"
"2019/03/07","14:18","-0.062","-","0.11"
"2019/03/07","14:24","-0.053","-","0.12"
"2019/03/07","14:30","-0.043","-","0.13"
"2019/03/07","14:36","-0.031","-","0.15"
"2019/03/07","14:42","-0.017","-","0.17"
"2019/03/07","14:48","-0.001","-","0.19"
"2019/03/07","14:54","0.017","-","0.23"
"2019/03/07","15:00","0.036","-","0.26"
"2019/03/07","15:06","0.056","-","0.28"
"2019/03/07","15:12","0.079","-","0.32"
"2019/03/07","15:18","0.102","-","0.33"
"2019/03/07","15:24","0.127","-","0.37"
"2019/03/07","15:30","0.153","-","0.4"
"2019/03/07","15:36","0.18","-","0.44"
"2019/03/07","15:42","0.208","-","0.47"
"2019/03/07","15:48","0.237","-","0.51"
"2019/03/07","15:54","0.267","-","0.55"
"2019/03/07","16:00","0.297","-","0.59"
"2019/03/07","16:06","0.327","-","0.62"
"2019/03/07","16:12","0.358","-","0.65"
"2019/03/07","16:18","0.39","-","0.68"
"2019/03/07","16:24","0.421","-","0.73"
"2019/03/07","16:30","0.453","-","0.76"
"2019/03/07","16:36","0.484","-","0.79"
"2019/03/07","16:42","0.516","-","0.83"
"2019/03/07","16:48","0.547","-","0.86"
"2019/03/07","16:54","0.578","-","0.89"
"2019/03/07","17:00","0.608","-","0.92"
"2019/03/07","17:06","0.638","-","0.94"
"2019/03/07","17:12","0.668","-","0.98"
"2019/03/07","17:18","0.697","-","1.01"
"2019/03/07","17:24","0.725","-","1.03"
"2019/03/07","17:30","0.753","-","1.04"
"2019/03/07","17:36","0.78","-","1.08"
"2019/03/07","17:42","0.806","-","1.12"
"2019/03/07","17:48","0.831","-","1.14"
"2019/03/07","17:54","0.856","-","1.16"
"2019/03/07","18:00","0.88","-","1.2"
"2019/03/07","18:06","0.902","-","1.24"
"2019/03/07","18:12","0.924","-","1.29"
"2019/03/07","18:18","0.945","-","1.29"
"2019/03/07","18:24","0.965","-","1.32"
"2019/03/07","18:30","0.984","-","1.35"
"2019/03/07","18:36","1.002","-","1.37"
"2019/03/07","18:42","1.019","-","1.39"
"2019/03/07","18:48","1.034","-","1.4"
"2019/03/07","18:54","1.049","-","1.4"
"2019/03/07","19:00","1.062","-","1.41"
"2019/03/07","19:06","1.074","-","1.42"
"2019/03/07","19:12","1.085","-","1.42"
"2019/03/07","19:18","1.094","-","1.43"
"2019/03/07","19:24","1.102","-","1.45"
"2019/03/07","19:30","1.108","-","1.47"
"2019/03/07","19:36","1.114","-","1.49"
"2019/03/07","19:42","1.117","-","1.49"
"2019/03/07","19:48","1.12","-","1.48"
"2019/03/07","19:54","1.12","-","1.48"
"2019/03/07","20:00","1.119","-","1.47"
"2019/03/07","20:06","1.117","-","1.48"
"2019/03/07","20:12","1.113","-","1.47"
"2019/03/07","20:18","1.108","-","1.48"
"2019/03/07","20:24","1.101","-","1.46"
"2019/03/07","20:30","1.092","-","1.46"
"2019/03/07","20:36","1.082","-","1.43"
"2019/03/07","20:42","1.07","-","1.42"
"2019/03/07","20:48","1.057","-","1.43"
"2019/03/07","20:54","1.043","-","1.41"
"2019/03/07","21:00","1.027","-","1.39"
"2019/03/07","21:06","1.01","-","1.37"
"2019/03/07","21:12","0.992","-","1.35"
"2019/03/07","21:18","0.972","-","1.35"
"2019/03/07","21:24","0.952","-","1.33"
"2019/03/07","21:30","0.93","-","1.3"
"2019/03/07","21:36","0.908","-","1.27"
"2019/03/07","21:42","0.884","-","1.25"
"2019/03/07","21:48","0.86","-","1.24"
"2019/03/07","21:54","0.835","-","1.21"
"2019/03/07","22:00","0.81","-","1.2"
"2019/03/07","22:06","0.784","-","1.18"
"2019/03/07","22:12","0.757","-","1.18"
"2019/03/07","22:18","0.731","-","1.15"
"2019/03/07","22:24","0.704","-","1.12"
"2019/03/07","22:30","0.677","-","1.08"
"2019/03/07","22:36","0.649","-","1.06"
"2019/03/07","22:42","0.622","-","1.06"
"2019/03/07","22:48","0.595","-","1.04"
"2019/03/07","22:54","0.567","-","1"
"2019/03/07","23:00","0.54","-","0.97"
"2019/03/07","23:06","0.513","-","0.95"
"2019/03/07","23:12","0.487","-","0.95"
"2019/03/07","23:18","0.46","-","0.91"
"2019/03/07","23:24","0.434","-","0.87"
"2019/03/07","23:30","0.408","-","0.85"
"2019/03/07","23:36","0.383","-","0.84"
"2019/03/07","23:42","0.358","-","0.81"
"2019/03/07","23:48","0.333","-","0.78"
"2019/03/07","23:54","0.309","-","0.77"
